concept_a,concept_b,Course_Code,course_name,source_syllabus,ai_suggested_label,confirmed_label,reason,embedding_similarity,order_delta,keyword_overlap
System calls with examples for different OS,Real-time,2344112,Operating System,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.190, delta=3, kw=0.000",0.1898,3,0.0
Types of solutions,Lines of regression,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.104 - no semantic relation,0.1037,13,0.2
Linear Block Code,Link Layer Addressing,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.245, delta=8, kw=0.000",0.2449,8,0.0
Linear and Non-Linear Programming Problems,Kuhn-Tucker conditions,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.247, delta=6, kw=0.000",0.2473,6,0.0
Cayley-Hamilton,Standard and Canonical of LPP,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.103 - no semantic relation,0.1027,5,0.0
Decision properties of RLs,Minimization of DFA,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.191, delta=7, kw=0.167",0.1913,7,0.16666666666666666
Determining risk,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",2023112,Discrete Structures and Graph,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=-0.042 - no semantic relation,-0.0421,3,0.0
Introduction to Congruence,Linear congruence,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,,High sim=0.678 + delta=1,0.6781,1,0.25
"Mitigating attacks: 51% attack, Sybil attack, replay",Emerging trends,2166118,Blockchain Technology,SEM-V.pdf,0,,Low sim=0.148 - no semantic relation,0.148,2,0.0
Selection of Scheduling,Implementation of Page,2344112,Operating System,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.120 - no semantic relation,0.1203,3,0.2
Size reduction equipment – Jaw crusher,Mixing equipment for cohesive solids,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.300, delta=3, kw=0.111",0.2999,3,0.1111111111111111
Basic and Feasible solutions,Kuhn-Tucker conditions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,,Foundational kw in A + sim=0.257 + delta=3,0.2568,3,0.0
Regular operations,Decision properties of RLs,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.194, delta=2, kw=0.000",0.1942,2,0.0
Simplex method,Fourier series of even and odd functions,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.159, delta=8, kw=0.000",0.1592,8,0.0
Flow Control: Stop-and-Wait Flow Control,HDLC Protocol,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.147 - no semantic relation,0.1468,9,0.0
"Optimization, Particle Swarm Optimizer , ABC",Inspired and Multi,2166111,Machine Learning and Swarm,SEM-V.pdf,0,,"No prereq signal: sim=0.212, delta=3, kw=0.000",0.2124,3,0.0
Decision properties of RLs,Nondeterministic Finite Automata (NFA): Definitions,2484111,Computational,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.249, delta=5, kw=0.000",0.2488,5,0.0
Regular operations,Minimization of DFA,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.233, delta=9, kw=0.000",0.2333,9,0.0
Fourier series of even and odd functions,Moment generating function,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.176, delta=3, kw=0.000",0.1755,3,0.0
Complex form of Fourier Series,Raw moments,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.021 - no semantic relation,0.0211,3,0.0
Regular operations,Languages in Compiler Design,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.205, delta=6, kw=0.000",0.2045,6,0.0
Simplex method,Kuhn-Tucker conditions,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.056 - no semantic relation,0.0561,2,0.0
Introduction to Congruence,Moment generating function,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.055 - no semantic relation,0.0546,8,0.0
Basic and Feasible solutions,Fourier series of periodic,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=-0.073 - no semantic relation,-0.0731,8,0.0
Quadratic forms,Types of solutions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.262,0.2615,2,0.0
Quadratic forms,Linear and Non-Linear Programming Problems,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.161, delta=1, kw=0.000",0.161,1,0.0
Introduction to Data Analytics,Types of analytics,2166112,Data Analytics and Visualization,SEM-V.pdf,1,,sim=0.522>=0.45 + delta=4<=5,0.5219,4,0.16666666666666666
Overview of Data Structures: Revision of basic data structures (arrays,Asymptotic notation,2343112,Advance Data Structure & Analysis,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=-0.005 - no semantic relation,-0.0053,2,0.0
Kuhn-Tucker conditions,Raw moments,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.100 - no semantic relation,0.1,10,0.0
Fourier series of periodic,Complex form of Fourier Series,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,,High sim=0.734 + delta=2,0.7343,2,0.5
Parseval’s Identity (without proof) Fourier series of periodic,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=-0.035 - no semantic relation,-0.0349,6,0.058823529411764705
Kuhn-Tucker conditions,Fourier series of periodic,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=-0.029 - no semantic relation,-0.0291,5,0.0
Space Division Switching,Flow Control: Stop-and-Wait Flow Control,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.194, delta=4, kw=0.000",0.1945,4,0.0
Quality (Error Rate,Edge Systems: Application in feature selection,2166115,Nature- Inspired Optimization,SEM-V.pdf,0,,Low sim=0.108 - no semantic relation,0.1079,2,0.0
Applications to solve initial and boundary value problems,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.266, delta=7, kw=0.000",0.2664,7,0.0
Regular operations,Equivalence between NFA with and ϵ- transitions,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,Low sim=0.097 - no semantic relation,0.0974,8,0.0
Linear and Non-Linear Programming Problems,Complex form of Fourier Series,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=-0.130 - no semantic relation,-0.13,13,0.0
Special-purpose,Special-purpose Operating Systems,2494113,Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,,Lexical containment + delta=6,0.5603,6,0.5
Quadratic forms,Linear congruence,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.282, delta=9, kw=0.000",0.2821,9,0.0
Regular operations,RE in text search and replace,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.178, delta=4, kw=0.000",0.178,4,0.0
Kuhn-Tucker conditions,Complex form of Fourier Series,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.057 - no semantic relation,0.057,7,0.0
Similarity of matrices,Quadratic forms,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.184, delta=1, kw=0.000",0.1835,1,0.0
"Automation, Test Automation Pyramid. Case",Choosing the right DevOps tools and challenges,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.296, delta=6, kw=0.000",0.2963,6,0.0
"Automation, Test Automation Pyramid. Case",C’s of DevOps Lifecycle for Business,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.283, delta=4, kw=0.000",0.2831,4,0.0
Standard and Canonical of LPP,Linear congruence,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.169, delta=6, kw=0.000",0.1686,6,0.0
Application of Regular,Minimization of DFA,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.289, delta=4, kw=0.200",0.289,4,0.2
Inverse Laplace transform using Convolution theorem,"Harmonic function, Harmonic conjugate, and orthogonal",2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.307, delta=5, kw=0.000",0.307,5,0.0
Special-purpose,Fundamentals of Distributed Operating System,2494113,Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.175, delta=2, kw=0.000",0.1752,2,0.0
Corrector Method to chemical engineering,Relation between E,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=0.003 - no semantic relation,0.0026,3,0.0
Standard and Canonical of LPP,Artificial variables,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.160, delta=3, kw=0.000",0.1601,3,0.0
Basic and Feasible solutions,Simplex method,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,1,,Foundational kw in A + sim=0.330 + delta=1,0.33,1,0.0
Types of solutions,Application of congruence-RSA algorithm,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.049 - no semantic relation,0.0485,8,0.14285714285714285
Quadratic forms,Basic and Feasible solutions,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.226, delta=4, kw=0.000",0.226,4,0.0
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,2024111,Computational,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.205,0.2048,2,0.0
Fourier series of periodic,Moment generating function,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.174, delta=4, kw=0.000",0.1743,4,0.0
"Metaverse, Cryptocurrency wallets: Hot and cold",Emerging trends,2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.265, delta=5, kw=0.000",0.2646,5,0.0
"Integrity constraints: key constraints, Domain","Cloud Database, Introduction of Distributed",2174112,Database Management System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.159, delta=4, kw=0.000",0.1594,4,0.0
Mixers for free flowing solids: Ribbon,Storage of solids: Properties of particulate,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.266, delta=7, kw=0.100",0.2664,7,0.1
Similarity of matrices,Applying to chemical engineering problems related,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=0.018 - no semantic relation,0.0178,2,0.0
Lines of regression,Raw moments,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.083 - no semantic relation,0.0828,2,0.0
Decision properties of RLs,RE in text search and replace,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.032 - no semantic relation,0.032,2,0.0
Random Access (ALOHA,IEEE 802.11 Wireless LAN,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.145 - no semantic relation,0.1452,5,0.0
Properties of Eigen,Relation between E,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.286, delta=11, kw=0.000",0.2857,11,0.0
Mixing equipment for cohesive solids,Gas solid separation equipment: Cyclone,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.449, delta=7, kw=0.111",0.4493,7,0.1111111111111111
"Testing: Functionality Testing, UI Testing",Source Tools in DevOps,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.198, delta=10, kw=0.000",0.1977,10,0.0
Inverse Laplace transform using Convolution theorem,Parseval’s Identity (without proof) Fourier series of periodic,2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.170, delta=2, kw=0.000",0.1698,2,0.0
Similarity of matrices,Linear and Non-Linear Programming Problems,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.056 - no semantic relation,0.0555,2,0.0
Standard and Canonical of LPP,Introduction to Congruence,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.083 - no semantic relation,0.0827,5,0.0
Linear and Non-Linear Programming Problems,Standard and Canonical of LPP,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.250,0.2497,2,0.1111111111111111
Characteristics of Databases,File system v/s Database,2343113,Database Management System & Application,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,,sim=0.502>=0.45 + delta=1<=5,0.5019,1,0.0
"Integrity constraints: key constraints, Domain","Concurrent Executions, Serializability",2114112,Database Management System,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.347, delta=3, kw=0.000",0.3471,3,0.0
"EER Model to the Relational Model, Relational","Cloud Database, Introduction of Distributed",2114112,Database Management System,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.217, delta=6, kw=0.000",0.217,6,0.0
Kuhn-Tucker conditions,Lines of regression,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.092 - no semantic relation,0.0916,8,0.0
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,2114111,Computational,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.205,0.2048,2,0.0
Basic and Feasible solutions,Kuhn-Tucker conditions,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,,Foundational kw in A + sim=0.257 + delta=3,0.2568,3,0.0
Introduction to Congruence,Fourier series of periodic,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.155, delta=4, kw=0.000",0.1555,4,0.0
Cryptocurrency Valuation Models,"Case study: AI for transaction validation, fraud",2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.192, delta=3, kw=0.000",0.1919,3,0.0
Quadratic forms,Linear and Non-Linear Programming Problems,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.161, delta=1, kw=0.000",0.161,1,0.0
Link Layer Addressing,HDLC Protocol,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.224, delta=3, kw=0.000",0.224,3,0.0
Simplex method,Application of congruence-RSA algorithm,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.155, delta=5, kw=0.000",0.155,5,0.0
Standard and Canonical of LPP,Raw moments,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.049 - no semantic relation,0.0491,14,0.0
"Generalization, Specialization and Aggregation","Cloud Database, Introduction of Distributed",2114112,Database Management System,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.221, delta=8, kw=0.000",0.2213,8,0.0
Study – Selenium/ Jira,C’s of DevOps Lifecycle for Business,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,Low sim=0.064 - no semantic relation,0.0636,3,0.0
Quadratic forms,Artificial variables,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.171, delta=6, kw=0.000",0.1713,6,0.0
Size reduction of solids. Mechanism of size,Mixers for free flowing solids: Ribbon,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.245, delta=5, kw=0.100",0.2451,5,0.1
Solid mixing – Introduction to solid mixing,"Conveying, of solids: Belt conveyer, bucket",2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.266, delta=10, kw=0.000",0.2664,10,0.0
"Integrity constraints: key constraints, Domain","Cloud Database, Introduction of Distributed",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.159, delta=4, kw=0.000",0.1594,4,0.0
Basic and Feasible solutions,Lines of regression,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.157, delta=11, kw=0.000",0.1566,11,0.0
Medium Access Control,IEEE 802.11 Wireless LAN,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.211, delta=7, kw=0.000",0.2109,7,0.0
Linear and Non-Linear Programming Problems,Artificial variables,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.395, delta=5, kw=0.000",0.3948,5,0.0
Algorithm  Bat Algorithm,Inspired and Multi,2166111,Machine Learning and Swarm,SEM-V.pdf,0,,"No prereq signal: sim=0.182, delta=2, kw=0.000",0.1817,2,0.0
"Generalization, Specialization and Aggregation","Pitfalls in relational database designs, Concept",2174112,Database Management System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.295, delta=6, kw=0.000",0.2946,6,0.0
Testing: Principles of Agile Testers,Study – Selenium/ Jira,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.156, delta=2, kw=0.000",0.1561,2,0.0
RE in text search and replace,Minimization of DFA,2114111,Computational,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.056 - no semantic relation,0.056,5,0.0
Linear congruence,Fourier series of periodic,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.197, delta=3, kw=0.000",0.1968,3,0.0
Special-purpose,Open-source and Proprietary Operating System,2494113,Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.153, delta=1, kw=0.000",0.1526,1,0.0
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,2484111,Computational,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,,sim=0.590>=0.45 + delta=1<=5,0.5904,1,0.09090909090909091
Fluidization: conditions for fluidization,Sedimentation: Batch sedimentation. Kynch,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.239,0.2386,2,0.0
"Blockchain, UTXO and double spending problem","Mitigating attacks: 51% attack, Sybil attack, replay",2166118,Blockchain Technology,SEM-V.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.238,0.2384,2,0.0
Application of congruence-RSA algorithm,Fourier series of periodic,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.162, delta=2, kw=0.125",0.1624,2,0.125
Fundamentals of Distributed Operating System,Mobile Operating System,2014113,Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,,sim=0.551>=0.45 + delta=3<=5,0.5512,3,0.3333333333333333
Quadratic forms,Types of solutions,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.262,0.2615,2,0.0
Dirichlet’s conditions,Raw moments,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.101 - no semantic relation,0.1015,6,0.0
Fourier series of periodic,Raw moments,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=-0.019 - no semantic relation,-0.0189,5,0.0
Kuhn-Tucker conditions,Moment generating function,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.026 - no semantic relation,0.0264,9,0.0
Pumping lemma for RLs,Nondeterministic Finite Automata (NFA): Definitions,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.162, delta=4, kw=0.000",0.1616,4,0.0
"Introduction to the Relational Model, relational","Overview of SQL, Data Definition Commands",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.229,0.2286,2,0.0
Quadratic forms,Theorem to evaluate realintegrations,2344111,Applied Mathematics Thinking-II,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.037 - no semantic relation,0.0368,1,0.0
Eulers method,Method and Adam Bashford Predictor,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.255, delta=3, kw=0.167",0.2555,3,0.16666666666666666
Kuhn-Tucker conditions,Introduction to Congruence,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.004 - no semantic relation,0.0039,1,0.0
Quality (Error Rate,Applications and variants,2166115,Nature- Inspired Optimization,SEM-V.pdf,0,,"No prereq signal: sim=0.156, delta=1, kw=0.000",0.156,1,0.0
Inverse Laplace transform using Convolution theorem,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.002 - no semantic relation,0.0016,8,0.0
Linear and Non-Linear Programming Problems,Simplex method,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.223, delta=4, kw=0.000",0.2234,4,0.0
Decision properties of RLs,Languages in Compiler Design,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.174, delta=4, kw=0.000",0.1739,4,0.0
Lines of regression,Moment generating function,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.017 - no semantic relation,0.0172,1,0.0
Solid mixing – Introduction to solid mixing,Mixers for free flowing solids: Ribbon,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,1,,sim=0.544>=0.45 + delta=2<=5,0.5437,2,0.0
Regular operations,RE in text search and replace,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.178, delta=4, kw=0.000",0.178,4,0.0
Decision properties of RLs,Nondeterministic Finite Automata (NFA): Definitions,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.249, delta=5, kw=0.000",0.2488,5,0.0
"DevOps: Introduction, DevOps - Importance",C’s of DevOps Lifecycle for Business,2165113,Agile Software Development & DevOps,SEM-V.pdf,1,,High sim=0.744 + delta=1,0.7441,1,0.1111111111111111
Sedimentation: Batch sedimentation. Kynch,"Conveying, of solids: Belt conveyer, bucket",2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.290, delta=3, kw=0.000",0.2904,3,0.0
"Testing: Functionality Testing, UI Testing",C’s of DevOps Lifecycle for Business,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.189, delta=6, kw=0.000",0.1888,6,0.0
Screening equipment – Vibrating screen,Solid mixing – Introduction to solid mixing,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=-0.040 - no semantic relation,-0.0396,5,0.0
Regular operations,Languages in Compiler Design,2484111,Computational,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.205, delta=6, kw=0.000",0.2045,6,0.0
Special-purpose,Mobile Operating System,2174113,Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.154, delta=5, kw=0.000",0.1539,5,0.0
Artificial variables,Fourier series of periodic,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=-0.056 - no semantic relation,-0.0556,6,0.0
Linear Block Code,10-Gigabit Ethernet,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.093 - no semantic relation,0.0926,9,0.0
Size reduction of solids. Mechanism of size,Gas solid separation equipment: Cyclone,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.312, delta=11, kw=0.000",0.3121,11,0.0
Regular operations,Minimization of DFA,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.233, delta=9, kw=0.000",0.2333,9,0.0
Pumping lemma for RLs,Application of Regular,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.167, delta=2, kw=0.000",0.1671,2,0.0
Fourier series of even and odd functions,Moment generating function,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.176, delta=3, kw=0.000",0.1755,3,0.0
